ActualText	ActualWords	FileName	PredWords	PredictedText	actual_word	deletions	hits	insertions	mer	miss_pred_word	substitutions	wer	wil	wip
উপজেলা নির্বাহী কর্মকর্তা	['উপজেলা', 'নির্বাহী', 'কর্মকর্তা']	07f85e4e02	['উপজেলা', 'নির্বাহী', 'কর্মকর্তা']	উপজেলা নির্বাহী কর্মকর্তা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ঢাকা সিটি করপোরেশনের সর্বশেষ	['ঢাকা', 'সিটি', 'করপোরেশনের', 'সর্বশেষ']	07f8a8f802	['ঢাকা', 'সিটি', 'কর্পোরেশনের', 'সর্বশেষ']	ঢাকা সিটি কর্পোরেশনের সর্বশেষ	['করপোরেশনের']	0.0	3.0	0.0	0.25	['কর্পোরেশনের']	1.0	0.25	0.44	0.56
আইনটি পাশ হলে	['আইনটি', 'পাশ', 'হলে']	07f900fa65	['আইনটি', 'পাস', 'হলে']	আইনটি পাস হলে	['পাশ']	0.0	2.0	0.0	0.33	['পাস']	1.0	0.33	0.56	0.44
আবেদনের পরিপ্রেক্ষিতে	['আবেদনের', 'পরিপ্রেক্ষিতে']	07f94c041b	['আবেদনের', 'পরিপ্রেক্ষিতে']	আবেদনের পরিপ্রেক্ষিতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ওদের পেছন পেছন	['ওদের', 'পেছন', 'পেছন']	07f9defec3	['ওদের', 'পেছনে', 'পেছনে']	ওদের পেছনে পেছনে	['পেছন']	0.0	1.0	0.0	0.67	['পেছনে']	2.0	0.67	0.89	0.11
থলির ভিতরে	['থলির', 'ভিতরে']	07f9edf2f3	['থলির', 'ভিতর']	থলির ভিতর	['ভিতরে']	0.0	1.0	0.0	0.5	['ভিতর']	1.0	0.5	0.75	0.25
সে দুহাতে	['সে', 'দুহাতে']	07fa39bdee	['সে', 'দুইহাতে']	সে দুইহাতে	['দুহাতে']	0.0	1.0	0.0	0.5	['দুইহাতে']	1.0	0.5	0.75	0.25
বাইরে ঝুমঝুম করে	['বাইরে', 'ঝুমঝুম', 'করে']	07fa7a5ea6	['বাইরের', 'ঝুমঝুম', 'করে']	বাইরের ঝুমঝুম করে	['বাইরে']	0.0	2.0	0.0	0.33	['বাইরের']	1.0	0.33	0.56	0.44
বিরহের কবিতা	['বিরহের', 'কবিতা']	07facf909a	['বিরহের', 'কবিতা']	বিরহের কবিতা	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
পুলিশের সংঘর্ষ হয়	['পুলিশের', 'সংঘর্ষ', 'হয়']	07fb5ba6fb	['পুলিশের', 'সংঘর্ষ', 'হয়']	পুলিশের সংঘর্ষ হয়	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এখনই জনমত তৈরি করে	['এখনই', 'জনমত', 'তৈরি', 'করে']	07fb609143	['এখনই', 'জনমত', 'তৈরি', 'করে']	এখনই জনমত তৈরি করে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নকুল কুমার বিশ্বাসের গান	['নকুল', 'কুমার', 'বিশ্বাসের', 'গান']	07fbd81a7a	['নকুল', 'কুমার', 'বিশ্বাসের', 'গান']	নকুল কুমার বিশ্বাসের গান	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মানতে শুরু করেন	['মানতে', 'শুরু', 'করেন']	07fc276f6b	['মানতে', 'শুরু', 'করেন']	মানতে শুরু করেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
টার্মিনাল এখন যাত্রীশূন্য	['টার্মিনাল', 'এখন', 'যাত্রীশূন্য']	07fc39c3e0	['টার্মিনাল', 'এখন', 'যাত্রীশূন্য']	টার্মিনাল এখন যাত্রীশূন্য	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
১৩ জন বিদেশী	['১৩', 'জন', 'বিদেশী']	07fc3feaea	['13', 'জন', 'বিদেশি']	13 জন বিদেশি	['বিদেশী', '১৩']	0.0	1.0	0.0	0.67	['13', 'বিদেশি']	2.0	0.67	0.89	0.11
চলচ্চিত্র যা ১৯৭০ সালে	['চলচ্চিত্র', 'যা', '১৯৭০', 'সালে']	07fc44050d	['চলচ্চিত্র', 'যেমন', '970', 'সালে']	চলচ্চিত্র যেমন 970 সালে	['যা', '১৯৭০']	0.0	2.0	0.0	0.5	['970', 'যেমন']	2.0	0.5	0.75	0.25
এসব বিষয়ে	['এসব', 'বিষয়ে']	07fc4fbedf	['এইসব', 'বিষয়ে']	এইসব বিষয়ে	['এসব']	0.0	1.0	0.0	0.5	['এইসব']	1.0	0.5	0.75	0.25
কোনও জবাব দেন না	['কোনও', 'জবাব', 'দেন', 'না']	07fc92b231	['কোন', 'জবাব', 'দেন', 'না']	কোন জবাব দেন না	['কোনও']	0.0	3.0	0.0	0.25	['কোন']	1.0	0.25	0.44	0.56
বের করতে	['বের', 'করতে']	07fcb4b515	['বের', 'করতে']	বের করতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তার পর কয় জনে মিলিয়া	['তার', 'পর', 'কয়', 'জনে', 'মিলিয়া']	07fd3ade92	['তারপর', 'কয়জন', 'এমিলিয়া']	তারপর কয়জন এমিলিয়া	['পর', 'কয়', 'মিলিয়া', 'জনে', 'তার']	2.0	0.0	0.0	1.0	['কয়জন', 'তারপর', 'এমিলিয়া']	3.0	1.0	1.0	0.0
অনেকেই আতঙ্কে	['অনেকেই', 'আতঙ্কে']	07fe10874d	['অনেকেই', 'আতঙ্কে']	অনেকেই আতঙ্কে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আবিষ্কারক এমো রুবিকস ছিলেন একজন হাঙ্গেরিয়ান স্থপতি।	['আবিষ্কারক', 'এমো', 'রুবিকস', 'ছিলেন', 'একজন', 'হাঙ্গেরিয়ান', 'স্থপতি']	07fe95a62a	['আবিষ্কারক', 'এমন', 'রুবিক্স', 'ছিলেন', 'একজন', 'হাঙ্গেরীয়ান', 'স্থপতি']	আবিষ্কারক এমন রুবিক্স ছিলেন একজন হাঙ্গেরীয়ান স্থপতি	['রুবিকস', 'এমো', 'হাঙ্গেরিয়ান']	0.0	4.0	0.0	0.43	['রুবিক্স', 'হাঙ্গেরীয়ান', 'এমন']	3.0	0.43	0.67	0.33
ক্যাম্পাসে ছড়িয়ে পড়লে	['ক্যাম্পাসে', 'ছড়িয়ে', 'পড়লে']	07ff031b5e	['ক্যাম্পাসে', 'ছড়িয়ে', 'পড়লে']	ক্যাম্পাসে ছড়িয়ে পড়লে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
স্বর্ণ কিনেছেন	['স্বর্ণ', 'কিনেছেন']	07ff56f88a	['স্বর্ণ', 'কিনেছেন']	স্বর্ণ কিনেছেন	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সবচেয়ে ক্ষুদ্রতম জনসংখ্যার	['সবচেয়ে', 'ক্ষুদ্রতম', 'জনসংখ্যার']	08000eb5ad	['সবচেয়ে', 'ক্ষুদ্রতম', 'জনসংখ্যার']	সবচেয়ে ক্ষুদ্রতম জনসংখ্যার	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মোট ২১ জন	['মোট', '২১', 'জন']	080043b07a	['মোট', '21', 'জন']	মোট 21 জন	['২১']	0.0	2.0	0.0	0.33	['21']	1.0	0.33	0.56	0.44
মুক্তির দাবিতে	['মুক্তির', 'দাবিতে']	0800976ea9	['মুক্তির', 'দাবিতে']	মুক্তির দাবিতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
রাস্তায় কিছু পাঠকের উপস্থিতিতে	['রাস্তায়', 'কিছু', 'পাঠকের', 'উপস্থিতিতে']	0800f55d90	['রাস্তায়', 'কিছু', 'পাঠকের', 'উপস্থিতিতে']	রাস্তায় কিছু পাঠকের উপস্থিতিতে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
অপরিহার্য শর্ত	['অপরিহার্য', 'শর্ত']	08016668ec	['অপরিহার্য', 'শর্ত']	অপরিহার্য শর্ত	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
শিল্পী	['শিল্পী']	0801c176fd	['শিল্পী']	শিল্পী	[]	0.0	1.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রথম কোনো বিষয়ে	['প্রথম', 'কোনো', 'বিষয়ে']	0801e92eee	['প্রথম', 'কোন', 'বিষয়ে']	প্রথম কোন বিষয়ে	['কোনো']	0.0	2.0	0.0	0.33	['কোন']	1.0	0.33	0.56	0.44
এর মধ্যে সবচেয়ে উল্লেখযোগ্য হলো	['এর', 'মধ্যে', 'সবচেয়ে', 'উল্লেখযোগ্য', 'হলো']	0801fede5d	['এর', 'মধ্যে', 'সবচেয়ে', 'উল্লেখযোগ্য', 'হলো']	এর মধ্যে সবচেয়ে উল্লেখযোগ্য হলো	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মৃতদেহ ভেসে ওঠার ঘটনাস্থল	['মৃতদেহ', 'ভেসে', 'ওঠার', 'ঘটনাস্থল']	080272b924	['মৃতদেহ', 'ভেসে', 'ওঠার', 'ঘটনাস্থল']	মৃতদেহ ভেসে ওঠার ঘটনাস্থল	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ঠেলতে ঠেলতে	['ঠেলতে', 'ঠেলতে']	08035031ab	['ঠেলতে', 'ঠেলতে']	ঠেলতে ঠেলতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ম্যানেজার মোঃ নুরুদ্দিন	['ম্যানেজার', 'মোঃ', 'নুরুদ্দিন']	0803a58ec3	['ম্যানেজার', 'মোহাম্মদ', 'নুরুদ্দিন']	ম্যানেজার মোহাম্মদ নুরুদ্দিন	['মোঃ']	0.0	2.0	0.0	0.33	['মোহাম্মদ']	1.0	0.33	0.56	0.44
তবে সমস্যা হচ্ছে	['তবে', 'সমস্যা', 'হচ্ছে']	0803e176b6	['তবে', 'সমস্যা', 'হচ্ছে']	তবে সমস্যা হচ্ছে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মালিক	['মালিক']	08043a0e84	['মালিক']	মালিক	[]	0.0	1.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মানব সভ্যতার	['মানব', 'সভ্যতার']	08043cc78d	['মানব', 'সভ্যতার']	মানব সভ্যতার	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
খুব শীগগিরই	['খুব', 'শীগগিরই']	080473ec26	['খুব', 'শিগগিরই']	খুব শিগগিরই	['শীগগিরই']	0.0	1.0	0.0	0.5	['শিগগিরই']	1.0	0.5	0.75	0.25
ফলে কথা উঠেছে	['ফলে', 'কথা', 'উঠেছে']	0804828b97	['ফলে', 'কথা', 'উঠেছে']	ফলে কথা উঠেছে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বেছে নেয়া হয়নি	['বেছে', 'নেয়া', 'হয়নি']	0804e9f550	['বেছে', 'নেয়া', 'হয়নি']	বেছে নেয়া হয়নি	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সেই বিএনপি কিসের দল	['সেই', 'বিএনপি', 'কিসের', 'দল']	0804f3f51f	['সেই', 'বিএনপির', 'কিসের', 'দল']	সেই বিএনপি'র কিসের দল	['বিএনপি']	0.0	3.0	0.0	0.25	['বিএনপির']	1.0	0.25	0.44	0.56
হরতালের ফলে তাদের	['হরতালের', 'ফলে', 'তাদের']	0804f5c8e3	['হরতালের', 'ফলে', 'তাদের']	হরতালের ফলে তাদের	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
৪ পয়েন্ট	['৪', 'পয়েন্ট']	080501fe7e	['4', 'পয়েন্ট']	4 পয়েন্ট	['৪']	0.0	1.0	0.0	0.5	['4']	1.0	0.5	0.75	0.25
বিপুল লোক হতাহত হয়	['বিপুল', 'লোক', 'হতাহত', 'হয়']	08066a34bc	['বিপুল', 'লোক', 'হতাহত', 'হয়']	বিপুল লোক হতাহত হয়	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তারপর থেকে	['তারপর', 'থেকে']	0806701f53	['তারপর', 'থেকে']	তারপর থেকে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ইংল্যান্ড এবং নিউজিল্যান্ডের মধ্যে	['ইংল্যান্ড', 'এবং', 'নিউজিল্যান্ডের', 'মধ্যে']	0806da945b	['ইংল্যান্ড', 'এবং', 'নিউজিল্যান্ডের', 'মধ্যে']	ইংল্যান্ড এবং নিউজিল্যান্ডের মধ্যে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
রুবেল হোসেন	['রুবেল', 'হোসেন']	080740627c	['রুবেল', 'হোসাইন']	রুবেল হোসাইন	['হোসেন']	0.0	1.0	0.0	0.5	['হোসাইন']	1.0	0.5	0.75	0.25
দেশব্যাপী মারসেলের পরিবেশক	['দেশব্যাপী', 'মারসেলের', 'পরিবেশক']	0807480bce	['দেশব্যাপী', 'মার্সেলের', 'পরিবেশক']	দেশব্যাপী মার্সেলের পরিবেশক	['মারসেলের']	0.0	2.0	0.0	0.33	['মার্সেলের']	1.0	0.33	0.56	0.44
এক সময়ে	['এক', 'সময়ে']	08074b05e9	['এক', 'সময়ে']	এক সময়ে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কাঁদানে গ্যাস	['কাঁদানে', 'গ্যাস']	08077d7244	['কাঁদানে', 'গ্যাস']	কাঁদানে গ্যাস	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
৫ মিনিট পর ধুয়ে ফেলুন	['৫', 'মিনিট', 'পর', 'ধুয়ে', 'ফেলুন']	08078982a4	['5', 'মিনিট', 'পর', 'ধুয়ে', 'ফেলুন']	5 মিনিট পর ধুয়ে ফেলুন	['৫']	0.0	4.0	0.0	0.2	['5']	1.0	0.2	0.36	0.64
